,sofifa_id,height_cm,weight_kg,player_positions,weak_foot,work_rate,body_type,attacking_finishing,attacking_heading_accuracy,attacking_volleys,skill_dribbling,skill_long_passing,movement_reactions,movement_balance,power_stamina,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_sliding_tackle,F,Mid,D,Gk
10966,232070,183,80,3,4,High/Medium,Stocky,65,62,63,55,38,60,58,51,59,45,10,67,51,64,58,13,63.5,52.46153846153846,39.714285714285715,8.4
1120,205431,189,83,3,4,High/Medium,Normal,79,80,71,70,48,74,52,67,72,67,24,82,61,77,72,17,75.5,65.23076923076923,52.57142857142857,11.2
809,215716,187,82,3,4,Medium/Medium,Stocky,79,85,77,66,43,77,60,64,70,89,14,82,68,70,76,13,77.0,64.07692307692308,47.42857142857143,10.6
1364,210287,188,85,3,3,High/High,Stocky,73,71,73,74,54,75,70,72,69,90,48,73,62,69,76,31,76.0,68.07692307692308,59.0,10.6
14559,200703,170,68,3,3,Medium/Medium,Stocky,60,70,24,58,48,57,73,65,52,64,46,62,52,41,65,38,61.0,55.46153846153846,51.285714285714285,11.0
9818,223665,186,83,3,3,High/Medium,Normal,71,74,60,59,39,62,37,67,58,57,28,67,46,71,70,22,63.5,52.84615384615385,46.42857142857143,8.0
13109,240559,170,68,3,3,Medium/Medium,Normal,63,57,53,64,38,59,77,47,58,34,15,56,46,65,49,16,62.0,53.76923076923077,41.0,9.8
5166,197480,180,85,3,3,High/Medium,Stocky,71,66,68,67,39,65,70,72,56,71,18,73,58,68,74,18,69.5,58.61538461538461,43.857142857142854,8.6
14707,239125,180,70,3,3,Medium/Medium,Lean,62,59,36,55,29,58,68,68,61,34,15,62,50,69,50,17,60.0,50.46153846153846,40.0,9.8
5683,239025,187,73,3,3,High/Low,Lean,69,63,49,73,44,62,45,58,67,36,11,66,49,71,59,16,69.0,57.38461538461539,40.285714285714285,9.2
5277,165191,185,85,3,2,Medium/High,Normal,70,72,68,63,39,68,61,77,63,74,42,68,51,70,66,32,69.0,60.38461538461539,55.57142857142857,14.8
15878,241046,159,59,3,3,Medium/Medium,Lean,60,54,45,52,39,64,89,48,55,36,24,58,51,61,59,25,59.5,52.76923076923077,42.57142857142857,7.8
13339,231616,190,84,3,3,Medium/Medium,Normal,61,65,42,58,30,53,53,61,58,49,12,63,48,59,58,15,61.0,50.76923076923077,38.42857142857143,11.0
2561,208387,183,94,3,3,Medium/Low,Stocky,78,71,72,63,37,73,59,79,62,69,24,82,55,59,76,20,72.0,60.46153846153846,48.0,11.4
14981,250763,179,78,3,2,Medium/Medium,Normal,60,58,46,65,46,56,69,63,46,56,11,51,53,48,50,15,60.0,52.46153846153846,38.857142857142854,12.0
9614,188163,186,76,3,4,High/Low,Normal,66,70,63,57,41,61,62,72,56,51,37,65,46,67,62,22,65.0,56.46153846153846,48.285714285714285,9.4
4238,225541,177,81,3,3,High/Medium,Stocky,68,68,60,66,39,64,76,65,61,78,13,74,58,69,57,21,70.5,60.0,48.0,10.0
914,186146,185,73,3,3,High/High,Normal,75,77,76,78,64,76,62,68,68,75,32,77,70,70,75,33,78.5,72.07692307692308,59.714285714285715,10.6
11358,237253,178,77,3,4,Medium/Medium,Normal,61,56,54,65,47,59,64,64,59,64,35,60,49,59,55,36,64.5,59.23076923076923,51.714285714285715,9.8
16835,235742,180,75,3,3,Medium/Medium,Normal,59,49,49,55,48,49,57,51,40,52,15,52,49,48,52,17,56.5,50.61538461538461,40.0,10.4
12988,202769,191,90,3,3,Medium/Low,Normal,64,65,53,59,48,57,58,73,59,71,28,63,56,66,59,32,62.5,56.61538461538461,48.57142857142857,13.0
7858,233509,184,78,3,3,High/High,Normal,68,71,45,57,46,60,54,77,61,69,24,67,54,67,66,33,66.0,58.46153846153846,49.857142857142854,9.0
10966,232070,183,80,3,4,High/Medium,Stocky,65,62,63,55,38,60,58,51,59,45,10,67,51,64,58,13,63.5,52.46153846153846,39.714285714285715,8.4
1244,229624,184,77,3,3,High/Medium,Normal,78,70,76,77,41,74,72,72,75,75,28,76,63,68,72,18,77.5,67.53846153846153,51.285714285714285,11.6
1304,225713,177,69,3,3,Medium/Medium,Lean,80,58,69,80,48,71,78,66,63,47,22,81,65,67,62,17,77.5,67.6923076923077,49.57142857142857,9.2
15303,241090,180,75,3,3,Medium/Medium,Normal,62,58,51,59,38,58,59,45,63,33,20,52,47,61,49,15,60.0,51.30769230769231,39.42857142857143,10.8
6187,215267,191,90,3,2,Medium/Low,Normal,76,75,58,66,31,68,29,68,62,59,24,70,53,71,61,27,67.0,56.61538461538461,45.857142857142854,11.4
5340,182130,180,75,3,3,Medium/Low,Normal,70,62,69,69,58,73,70,67,68,63,37,75,72,66,59,29,71.5,65.76923076923077,51.857142857142854,11.2
17499,247625,182,71,3,3,Medium/Medium,Lean,57,62,35,43,30,49,64,65,52,27,18,49,44,56,48,15,52.5,44.69230769230769,36.0,9.8
11158,242004,182,69,3,4,High/Medium,Lean,63,54,50,65,37,57,73,60,51,33,13,63,56,58,63,11,64.5,56.61538461538461,41.0,9.4
17687,240609,175,63,3,2,High/Low,Normal,54,49,33,53,29,47,77,66,44,35,13,53,38,54,44,15,53.5,45.30769230769231,35.857142857142854,11.4
6932,225533,190,82,3,2,Medium/Low,Normal,65,72,51,68,31,65,62,64,56,58,32,61,61,66,64,27,67.5,58.69230769230769,49.285714285714285,9.8
7714,243032,171,70,3,3,Medium/Medium,Normal,74,61,58,65,34,65,69,46,58,35,22,67,49,56,63,20,66.5,54.84615384615385,42.142857142857146,11.4
7402,191083,190,78,3,3,Medium/Low,Normal,68,70,60,60,28,68,53,66,62,55,26,69,63,60,64,21,66.5,57.30769230769231,45.42857142857143,11.2
188,205693,190,82,3,2,High/Medium,Lean,85,86,82,76,45,84,53,72,67,76,36,84,75,91,82,55,81.5,72.46153846153847,63.857142857142854,8.0
12646,222848,183,70,3,3,High/High,Lean,62,58,55,63,40,54,72,75,51,54,17,62,56,62,55,15,63.0,55.30769230769231,42.142857142857146,12.8
1152,171828,177,73,3,4,High/Medium,Normal,79,55,79,81,67,75,75,54,79,71,33,81,72,78,80,28,78.0,71.23076923076923,53.57142857142857,11.6
15601,240524,185,75,3,4,Medium/Medium,Normal,54,52,54,60,49,45,64,64,48,51,20,52,45,53,52,32,59.5,54.76923076923077,48.57142857142857,9.6
1050,213013,168,65,3,3,High/Medium,Stocky,78,55,67,80,69,76,92,91,72,66,45,76,65,63,67,52,77.5,73.84615384615384,65.0,12.4
3747,176841,185,77,3,4,Medium/Medium,Stocky,71,81,63,63,51,72,62,70,61,72,33,73,71,76,67,26,70.5,63.38461538461539,55.285714285714285,10.6
1331,216452,184,79,3,4,Medium/Medium,Normal,77,81,78,79,47,74,74,74,73,83,37,75,65,78,81,23,76.0,65.53846153846153,50.857142857142854,10.0
3413,222544,184,82,3,3,High/Low,Normal,76,74,68,65,58,68,64,66,66,30,14,76,53,54,70,18,71.5,60.23076923076923,44.285714285714285,9.0
7044,216568,183,84,3,3,Medium/Medium,Stocky,69,65,69,64,46,59,52,36,63,33,20,65,55,66,55,16,67.0,57.46153846153846,46.0,11.0
6581,231624,186,80,3,4,High/Medium,Normal,73,57,65,64,49,67,66,70,55,51,26,68,58,54,66,20,69.5,61.46153846153846,48.285714285714285,8.8
12964,193613,193,78,3,3,High/Medium,Normal,61,78,62,43,25,65,55,84,58,63,31,67,54,59,71,22,60.0,50.92307692307692,44.857142857142854,10.0
7470,201346,184,75,3,3,Medium/Low,Normal,69,69,55,66,28,62,68,64,65,73,34,65,60,73,69,19,68.0,58.30769230769231,48.42857142857143,11.8
14197,238345,181,70,3,2,High/Low,Lean,66,48,38,56,48,47,66,70,43,63,13,62,40,57,47,28,60.5,54.30769230769231,45.857142857142854,11.6
666,124375,188,77,3,3,High/Low,Lean,82,72,77,69,60,81,48,69,74,85,33,86,64,79,81,26,78.5,67.92307692307692,54.285714285714285,12.0
3091,189099,189,77,3,3,High/Medium,Lean,72,72,64,77,43,66,65,76,62,64,26,73,58,71,71,19,72.5,62.92307692307692,48.57142857142857,12.0
1950,182836,193,79,3,3,Medium/High,Normal,76,90,74,67,57,74,43,50,76,88,45,76,65,73,75,43,73.5,65.23076923076923,56.857142857142854,11.2
15344,250753,199,86,0,2,Medium/Medium,Normal,9,12,6,13,24,54,45,24,8,28,9,6,31,18,37,11,0.0,0.0,0.0,58.0
14231,228255,185,83,0,2,Medium/Medium,Lean,17,23,17,20,19,51,37,28,15,18,24,19,25,22,44,15,0.0,0.0,0.0,60.4
14423,193164,191,77,0,1,Medium/Medium,Lean,17,14,13,8,38,53,39,33,16,42,25,12,14,24,41,12,0.0,0.0,0.0,61.0
13812,172870,190,79,0,3,Medium/Medium,Normal,11,11,15,11,13,57,53,38,13,16,19,12,35,22,35,11,0.0,0.0,0.0,59.8
18159,222529,185,80,0,2,Medium/Medium,Normal,13,16,11,23,30,48,58,23,11,24,25,13,20,16,35,25,0.0,0.0,0.0,48.4
11825,101488,188,84,0,3,Medium/Medium,Stocky,11,14,10,15,22,66,34,42,9,40,16,9,17,22,57,15,0.0,0.0,0.0,61.6
16941,223909,191,72,0,3,Medium/Medium,Normal,14,12,16,21,22,49,34,27,14,20,9,7,18,27,31,14,0.0,0.0,0.0,56.8
11115,236613,191,87,0,3,Medium/Medium,Normal,5,14,6,10,22,62,29,31,5,20,8,6,30,11,38,11,0.0,0.0,0.0,62.2
16042,244720,188,75,0,3,Medium/Medium,Normal,7,11,8,7,15,49,26,25,6,19,6,4,36,17,21,10,0.0,0.0,0.0,57.4
981,223249,187,91,0,3,Medium/Medium,Normal,19,17,14,15,19,68,56,32,16,25,16,17,47,24,42,14,0.0,0.0,0.0,77.4
12106,233976,185,81,0,3,Medium/Medium,Normal,6,11,8,12,16,65,61,39,7,20,11,9,37,19,61,11,0.0,0.0,0.0,63.6
15809,251739,183,77,0,3,Medium/Medium,Normal,13,15,20,19,22,51,57,50,12,19,22,19,12,25,22,19,0.0,0.0,0.0,58.2
12883,144024,187,85,0,2,Medium/Medium,Stocky,9,11,9,14,35,60,45,27,16,31,14,14,51,26,56,19,0.0,0.0,0.0,61.0
16912,234260,189,73,0,3,Medium/Medium,Normal,5,13,7,13,28,45,41,29,5,20,9,6,24,11,32,14,0.0,0.0,0.0,55.4
861,140233,185,78,0,3,Medium/Medium,Lean,12,19,16,10,32,74,42,34,11,19,23,16,48,16,57,12,0.0,0.0,0.0,76.6
1094,200110,194,85,0,2,Medium/Medium,Normal,15,16,13,12,33,77,40,32,14,39,17,13,47,36,60,14,0.0,0.0,0.0,74.2
7019,205894,180,69,0,3,Medium/Medium,Lean,12,19,13,13,19,58,59,38,16,33,22,14,31,15,42,12,0.0,0.0,0.0,68.2
342,215316,189,84,0,3,Medium/Medium,Lean,15,12,16,14,23,76,50,42,17,26,21,12,58,24,61,17,0.0,0.0,0.0,79.6
537,192593,191,84,0,2,Medium/Medium,Normal,10,13,13,11,26,77,37,32,14,31,20,15,52,23,65,13,0.0,0.0,0.0,78.2
15676,242391,184,77,0,2,Medium/Medium,Normal,9,11,8,11,28,49,52,24,6,23,14,9,47,11,46,10,0.0,0.0,0.0,59.0
10055,236028,182,75,0,3,Medium/Medium,Normal,15,12,8,25,27,60,45,30,19,23,17,16,44,25,32,14,0.0,0.0,0.0,64.8
2310,229255,186,84,0,2,Medium/Medium,Normal,13,20,19,20,18,71,34,30,18,25,20,10,48,18,37,13,0.0,0.0,0.0,71.4
1074,200332,197,95,0,2,Medium/Medium,Normal,12,13,19,17,20,70,29,33,17,31,11,12,39,20,54,16,0.0,0.0,0.0,76.0
14572,210264,179,75,0,3,Medium/Medium,Normal,11,14,17,10,27,51,59,32,16,18,23,19,46,24,28,19,0.0,0.0,0.0,60.6
13914,226182,188,88,0,3,Medium/Medium,Normal,14,17,15,15,38,63,57,28,14,35,19,17,57,12,62,17,0.0,0.0,0.0,60.8
9211,205386,198,88,0,2,Medium/Medium,Normal,9,20,12,13,26,66,37,30,9,31,18,11,37,16,38,14,0.0,0.0,0.0,65.0
13315,243502,186,81,0,2,Medium/Medium,Normal,6,10,8,13,16,54,37,24,9,25,11,8,26,15,48,11,0.0,0.0,0.0,61.2
4500,183315,192,85,0,2,Medium/Medium,Normal,12,11,13,11,22,66,26,26,12,44,24,15,45,15,45,12,0.0,0.0,0.0,69.4
6621,252680,188,88,0,2,Medium/Medium,Stocky,10,12,8,12,26,61,36,26,10,17,10,7,27,14,30,14,0.0,0.0,0.0,68.2
12877,101317,189,85,0,3,Medium/Medium,Normal,12,20,12,13,23,66,31,30,13,37,16,14,28,22,40,11,0.0,0.0,0.0,57.8
11631,206032,191,80,0,2,Medium/Medium,Normal,13,11,12,17,32,62,41,42,10,16,28,14,25,24,43,16,0.0,0.0,0.0,62.8
17343,232565,192,84,0,2,Medium/Medium,Normal,8,11,5,11,15,39,28,24,8,18,14,6,29,19,34,11,0.0,0.0,0.0,55.2
17361,248283,185,70,0,3,Medium/Medium,Lean,6,11,5,14,20,31,47,25,8,21,10,7,29,11,28,10,0.0,0.0,0.0,55.8
4892,240043,197,82,0,3,Medium/Medium,Lean,8,13,5,14,24,67,21,17,9,18,10,7,32,16,50,10,0.0,0.0,0.0,69.6
13,212831,191,91,0,3,Medium/Medium,Normal,13,19,20,27,44,88,37,32,14,27,11,13,66,23,65,16,0.0,0.0,0.0,86.6
3591,193336,192,84,0,3,Medium/Medium,Normal,10,13,10,13,28,67,31,20,16,25,21,11,23,23,70,11,0.0,0.0,0.0,70.0
267,223952,192,85,0,3,Medium/Medium,Lean,19,24,19,16,33,78,42,43,18,24,18,12,45,23,58,13,0.0,0.0,0.0,80.0
13812,172870,190,79,0,3,Medium/Medium,Normal,11,11,15,11,13,57,53,38,13,16,19,12,35,22,35,11,0.0,0.0,0.0,59.8
6517,215130,185,85,0,2,Medium/Medium,Normal,14,13,18,20,24,56,55,37,16,32,18,14,27,23,40,12,0.0,0.0,0.0,70.6
15745,202973,190,86,0,3,Medium/Medium,Normal,9,12,14,12,23,54,51,23,14,15,13,12,14,12,57,12,0.0,0.0,0.0,59.0
5344,182520,183,80,0,3,Medium/Medium,Normal,12,19,20,18,36,64,38,34,15,21,17,9,45,36,47,12,0.0,0.0,0.0,68.2
18038,244777,191,88,0,1,Medium/Medium,Normal,9,11,5,6,25,42,23,16,7,17,8,7,26,16,42,12,0.0,0.0,0.0,51.8
12585,223150,182,78,0,3,Medium/Medium,Normal,19,21,12,26,37,61,58,21,18,21,18,19,23,32,32,12,0.0,0.0,0.0,62.6
12274,236239,190,76,0,2,Medium/Medium,Lean,9,14,8,12,25,46,41,26,9,25,12,4,39,11,42,14,0.0,0.0,0.0,62.8
17668,252241,190,74,0,2,Medium/Medium,Lean,6,10,10,12,24,46,56,27,8,23,10,7,39,15,32,10,0.0,0.0,0.0,52.2
887,173426,193,87,0,2,Medium/Medium,Normal,11,16,16,14,34,74,52,31,16,34,21,14,43,41,61,16,0.0,0.0,0.0,73.6
4151,215522,184,77,0,3,Medium/Medium,Lean,14,17,13,13,18,68,40,22,18,26,13,6,34,22,33,16,0.0,0.0,0.0,70.0
17594,244553,186,78,0,3,Medium/Medium,Lean,5,12,7,14,17,43,39,17,5,23,9,4,37,17,30,14,0.0,0.0,0.0,52.0
12624,206307,192,90,0,2,Medium/Medium,Normal,4,13,8,13,29,58,43,28,9,26,19,9,11,15,36,14,0.0,0.0,0.0,62.8
14185,228369,184,77,0,2,Medium/Medium,Normal,16,20,11,19,19,54,40,25,14,26,13,5,31,27,36,20,0.0,0.0,0.0,61.0
17626,243139,176,83,0,3,Medium/Medium,Stocky,7,14,12,21,41,36,31,41,20,31,14,9,47,22,46,21,0.0,0.0,0.0,54.4
2174,227275,193,95,0,2,Medium/Medium,Normal,13,19,15,21,26,75,37,33,21,21,25,17,45,23,51,17,0.0,0.0,0.0,72.4
16237,226049,188,74,0,2,Medium/Medium,Normal,21,12,15,15,27,55,29,23,13,25,19,6,30,32,31,19,0.0,0.0,0.0,56.8
9330,226721,179,74,0,2,Medium/Medium,Normal,17,18,16,13,22,58,66,42,19,22,11,12,35,21,42,19,0.0,0.0,0.0,65.2
14584,217156,190,85,0,3,Medium/Medium,Normal,16,19,16,17,21,58,45,38,11,25,17,15,54,22,58,19,0.0,0.0,0.0,60.4
2986,150659,180,73,0,3,Medium/Medium,Normal,12,20,17,15,35,70,45,27,9,28,21,7,25,21,61,20,0.0,0.0,0.0,73.0
18166,243110,192,80,0,1,Medium/Medium,Normal,7,12,6,13,23,50,24,24,8,17,12,6,50,12,30,10,0.0,0.0,0.0,49.0
6385,192201,190,85,0,3,Medium/Medium,Normal,18,24,18,15,22,62,36,26,13,24,28,16,42,17,49,17,0.0,0.0,0.0,68.4
16538,233211,187,84,0,3,Medium/Medium,Normal,6,10,10,8,20,52,40,36,6,31,10,6,30,11,41,8,0.0,0.0,0.0,57.4
17791,239594,180,68,0,2,Medium/Medium,Lean,4,13,8,8,15,45,44,17,7,17,7,7,28,18,27,12,0.0,0.0,0.0,52.4
981,223249,187,91,0,3,Medium/Medium,Normal,19,17,14,15,19,68,56,32,16,25,16,17,47,24,42,14,0.0,0.0,0.0,77.4
9151,210347,194,98,0,3,Medium/Medium,Normal,8,14,18,10,25,63,42,21,14,19,18,5,35,24,34,19,0.0,0.0,0.0,64.2
6264,163616,180,83,0,2,Medium/Medium,Stocky,15,15,14,14,34,74,37,38,15,43,21,12,48,20,48,11,0.0,0.0,0.0,66.4
9194,237147,185,75,0,3,Medium/Medium,Normal,6,11,6,5,22,60,41,18,6,24,11,8,27,11,30,12,0.0,0.0,0.0,65.2
14653,236663,183,76,0,3,Medium/Medium,Stocky,10,12,17,10,29,51,62,30,13,28,18,10,22,16,23,13,0.0,0.0,0.0,59.0
9039,223925,195,88,0,3,Medium/Medium,Normal,14,21,13,15,21,61,31,45,13,27,13,9,12,26,26,13,0.0,0.0,0.0,64.4
14485,198326,190,93,0,2,Medium/Medium,Normal,12,16,12,15,23,62,49,32,16,40,23,15,31,20,31,9,0.0,0.0,0.0,59.4
17194,242251,196,80,0,2,Medium/Medium,Lean,13,20,12,22,30,48,17,27,16,24,15,8,31,19,33,13,0.0,0.0,0.0,55.2
16727,248478,186,80,0,3,Medium/Medium,Normal,7,11,8,12,24,42,38,26,9,22,12,7,26,17,28,10,0.0,0.0,0.0,56.2
1396,189324,193,79,0,2,Medium/Medium,Lean,17,16,12,17,35,69,43,35,14,35,22,16,50,41,61,12,0.0,0.0,0.0,74.2
5167,197689,190,80,0,3,Medium/Medium,Lean,12,12,11,12,25,64,37,29,12,33,10,11,43,23,58,12,0.0,0.0,0.0,67.8
13495,227966,190,80,0,3,Medium/Medium,Lean,13,17,19,18,22,49,48,38,15,18,25,19,16,21,25,13,0.0,0.0,0.0,61.0
10702,162952,184,77,0,3,Medium/Medium,Normal,12,12,12,10,22,71,44,38,13,32,24,13,48,23,65,12,0.0,0.0,0.0,63.6
4453,162328,188,88,0,4,Medium/Medium,Normal,12,13,18,11,36,68,36,30,16,29,13,15,59,28,57,18,0.0,0.0,0.0,71.8
17042,226828,171,68,0,2,Medium/Medium,Lean,18,6,3,8,37,63,70,42,18,45,26,8,24,24,37,25,0.0,0.0,0.0,54.4
18225,225510,191,81,0,2,Medium/Medium,Normal,20,20,18,13,22,45,52,33,20,18,23,14,19,24,30,18,0.0,0.0,0.0,48.2
1518,189296,194,92,0,2,Medium/Medium,Lean,13,12,11,12,26,73,30,39,15,30,22,12,42,22,59,11,0.0,0.0,0.0,74.4
12624,206307,192,90,0,2,Medium/Medium,Normal,4,13,8,13,29,58,43,28,9,26,19,9,11,15,36,14,0.0,0.0,0.0,62.8
15893,252905,188,90,0,3,Medium/Medium,Normal,7,14,6,9,28,48,51,32,6,34,16,9,32,18,41,12,0.0,0.0,0.0,58.0
14231,228255,185,83,0,2,Medium/Medium,Lean,17,23,17,20,19,51,37,28,15,18,24,19,25,22,44,15,0.0,0.0,0.0,60.4
3846,192665,195,85,0,3,Medium/Medium,Normal,12,15,12,12,19,63,34,36,16,22,21,12,49,21,23,12,0.0,0.0,0.0,70.4
12435,235999,190,81,0,2,Medium/Medium,Normal,16,10,20,18,38,52,41,45,20,28,18,11,30,20,43,14,0.0,0.0,0.0,62.8
7920,243304,188,82,0,3,Medium/Medium,Normal,11,18,11,14,14,65,32,22,12,21,14,11,52,10,47,13,0.0,0.0,0.0,65.8
4291,222900,190,88,0,2,Medium/Medium,Normal,12,14,16,19,40,70,49,38,19,36,24,13,53,20,59,19,0.0,0.0,0.0,69.6
17139,251340,182,78,0,3,Medium/Medium,Normal,8,12,10,15,21,43,44,21,9,34,12,11,21,20,32,14,0.0,0.0,0.0,55.4
2693,222511,188,83,0,3,Medium/Medium,Normal,18,20,18,23,27,69,62,42,18,24,25,18,47,27,49,21,0.0,0.0,0.0,73.2
13201,241388,195,97,0,4,Medium/Medium,Normal,9,12,6,11,20,40,27,27,9,29,11,7,28,15,25,11,0.0,0.0,0.0,64.4
3744,176345,184,85,0,2,Medium/Medium,Stocky,16,18,11,14,34,73,51,20,13,24,24,17,64,22,57,20,0.0,0.0,0.0,69.6
18082,243060,188,88,0,3,Medium/Medium,Normal,6,11,8,8,22,31,49,19,5,28,13,7,39,15,30,10,0.0,0.0,0.0,50.6
10187,236571,191,82,0,3,Medium/Medium,Normal,10,13,10,10,23,66,32,35,10,17,12,11,33,10,29,14,0.0,0.0,0.0,63.8
18072,244943,186,80,0,2,Medium/Medium,Lean,6,10,6,8,16,36,39,21,6,22,9,7,29,17,28,10,0.0,0.0,0.0,50.8
12191,240245,177,77,0,2,Medium/Medium,Lean,12,21,11,12,44,52,46,26,20,27,23,12,48,31,45,11,0.0,0.0,0.0,62.4
6014,188657,191,85,0,3,Medium/Medium,Lean,12,14,14,20,36,69,34,31,19,24,22,13,65,43,39,14,0.0,0.0,0.0,67.4
12714,224068,182,77,0,2,Medium/Medium,Normal,15,16,13,13,18,59,61,23,18,20,11,10,38,26,49,15,0.0,0.0,0.0,62.4
14134,246610,183,77,0,2,Medium/Medium,Normal,9,17,11,12,23,53,55,34,7,17,11,7,32,15,35,18,0.0,0.0,0.0,61.2
7551,214190,183,78,0,3,Medium/Medium,Normal,18,15,17,15,22,67,51,23,16,24,24,19,51,24,35,16,0.0,0.0,0.0,65.8
5867,218298,187,71,0,2,Medium/Medium,Lean,15,16,19,16,22,56,32,28,19,23,22,15,64,25,61,17,0.0,0.0,0.0,69.6
4673,212632,181,76,0,3,Medium/Medium,Normal,16,13,16,15,19,66,63,26,18,23,18,16,46,25,46,16,0.0,0.0,0.0,70.0
18126,235819,185,72,0,3,Medium/Medium,Stocky,5,12,6,12,28,48,46,27,5,23,15,10,36,10,39,10,0.0,0.0,0.0,50.8
17362,238070,186,78,0,2,Medium/Medium,Lean,5,10,7,9,20,51,48,27,9,22,7,4,28,17,32,13,0.0,0.0,0.0,53.6
13739,200658,197,84,0,1,Medium/Medium,Lean,11,11,15,11,24,58,34,26,11,24,19,14,39,14,18,17,0.0,0.0,0.0,61.6
17131,244620,191,85,0,3,Medium/Medium,Normal,8,12,6,6,28,45,24,20,7,20,11,4,27,19,45,11,0.0,0.0,0.0,55.4
5820,213272,179,75,0,2,Medium/Medium,Normal,13,17,14,17,31,65,68,43,15,24,25,15,24,21,38,13,0.0,0.0,0.0,67.8
15060,235074,185,70,0,2,Medium/Medium,Normal,6,10,5,8,16,47,43,31,7,32,20,8,35,10,38,11,0.0,0.0,0.0,59.8
15426,235027,192,72,0,3,Medium/Medium,Normal,9,16,7,16,25,48,59,32,7,44,14,4,56,12,48,14,0.0,0.0,0.0,59.6
376,163489,189,82,0,3,Medium/Medium,Lean,10,10,19,10,27,75,40,31,19,11,15,10,46,21,63,19,0.0,0.0,0.0,79.6
10044,224130,193,72,0,3,Medium/Medium,Normal,18,21,13,13,32,62,62,32,12,25,22,12,21,25,39,12,0.0,0.0,0.0,63.4
17734,252335,190,90,0,2,Medium/Medium,Lean,6,13,5,6,29,30,26,27,9,28,9,4,37,19,31,12,0.0,0.0,0.0,54.8
16963,251016,181,74,0,2,Medium/Medium,Lean,10,16,20,21,33,34,45,44,13,25,15,8,49,31,31,17,0.0,0.0,0.0,57.4
13736,198253,186,84,0,3,Medium/Medium,Normal,11,12,18,11,26,53,35,28,11,27,11,11,31,11,40,16,0.0,0.0,0.0,61.8
11553,250916,187,89,0,2,Medium/Medium,Normal,11,11,10,7,29,56,37,29,8,28,11,7,36,16,30,8,0.0,0.0,0.0,63.2
18157,247524,178,68,0,3,Medium/Medium,Lean,8,14,9,5,27,42,49,17,9,28,14,7,25,17,34,14,0.0,0.0,0.0,50.0
17985,245991,188,75,0,2,Medium/Medium,Normal,5,11,8,11,25,40,34,19,9,18,10,7,25,10,30,10,0.0,0.0,0.0,51.2
3616,230117,189,79,0,2,Medium/Medium,Lean,12,14,12,12,21,66,50,40,16,22,25,10,61,11,30,12,0.0,0.0,0.0,71.8
5550,214110,181,76,0,3,Medium/Medium,Normal,12,19,14,22,32,72,50,33,20,24,24,16,62,23,57,18,0.0,0.0,0.0,69.4
11625,204334,190,88,0,3,Medium/Medium,Lean,8,15,12,12,15,56,39,36,10,38,12,10,12,17,33,14,0.0,0.0,0.0,62.8
1372,215123,181,80,0,2,Medium/Medium,Normal,20,17,16,17,23,75,57,34,14,23,19,11,56,22,50,12,0.0,0.0,0.0,73.2
7224,52326,191,85,0,2,Medium/Medium,Normal,12,12,15,11,34,59,45,31,11,45,24,11,52,22,62,11,0.0,0.0,0.0,67.6
5076,201138,180,76,0,3,Medium/Medium,Normal,12,21,10,15,22,64,64,42,8,40,22,13,33,22,61,12,0.0,0.0,0.0,70.0
16182,237576,180,83,0,2,Medium/Medium,Normal,8,10,9,11,22,53,49,22,5,20,7,5,33,19,46,13,0.0,0.0,0.0,58.0
15209,194894,193,83,0,1,Medium/Medium,Lean,11,14,16,21,12,48,40,22,12,14,27,11,22,14,42,16,0.0,0.0,0.0,60.4
14105,246603,187,80,0,2,Medium/Medium,Lean,8,12,5,8,25,52,43,29,5,26,10,10,22,18,51,12,0.0,0.0,0.0,60.8
14,193080,192,82,0,3,Medium/Medium,Lean,13,21,13,18,47,87,43,43,12,38,30,12,65,29,68,13,0.0,0.0,0.0,86.4
17834,245090,182,75,0,3,Medium/Medium,Lean,7,9,9,6,20,39,30,29,8,22,10,6,24,8,29,11,0.0,0.0,0.0,52.6
13389,219813,187,80,0,3,Medium/Medium,Normal,13,13,12,20,28,48,54,23,16,19,28,11,39,21,49,14,0.0,0.0,0.0,61.8
8276,229542,197,87,0,2,Medium/Medium,Lean,18,12,14,15,20,62,37,24,17,20,14,9,41,18,31,11,0.0,0.0,0.0,65.8
10785,189013,190,83,0,3,Medium/Medium,Normal,12,13,11,14,32,58,51,26,12,23,23,15,25,23,56,22,0.0,0.0,0.0,64.2
12931,182206,188,85,0,3,Medium/Medium,Normal,19,11,12,14,34,68,51,32,11,29,16,12,48,14,47,19,0.0,0.0,0.0,61.6
2746,224251,194,96,0,3,Medium/Medium,Stocky,14,18,15,13,26,72,45,28,13,38,18,10,22,25,32,13,0.0,0.0,0.0,71.2
2762,205530,184,83,0,2,Medium/Medium,Normal,19,11,9,21,52,67,37,35,14,23,23,10,57,43,53,19,0.0,0.0,0.0,74.2
11752,210711,185,84,0,2,Medium/Medium,Lean,17,14,14,15,20,55,45,37,18,22,25,15,30,23,44,14,0.0,0.0,0.0,64.2
11071,241532,188,85,0,3,Medium/Medium,Lean,10,12,8,14,28,60,32,33,7,17,8,10,32,11,31,15,0.0,0.0,0.0,63.0
